98,318,276,194
851,189,276,121
92,319,274,203
91,320,271,199
841,204,274,136
842,206,276,125
840,209,281,127
840,208,282,137
85,325,256,209
82,325,258,214
85,328,254,207
553,209,349,176
84,324,253,212
553,212,353,178
552,212,353,180
82,329,252,220
86,332,248,214
558,216,356,180
560,217,356,179
91,340,245,214
888,213,206,143
889,211,205,142
94,336,243,216
93,334,242,218
895,212,201,146
574,218,348,181
93,345,240,215
95,346,240,217
894,209,198,144
897,206,196,152
901,205,190,154
904,207,187,147
902,209,188,151
901,207,184,149
902,209,183,144
103,346,244,220
103,345,245,217
574,219,368,179
575,217,359,179
104,341,242,214
576,207,363,183
582,203,367,181
897,183,185,157
574,196,382,182
894,176,185,149
573,190,362,181
573,188,362,182
571,186,360,180
884,169,185,148
887,167,177,149
87,309,246,216
82,304,251,220
71,302,256,217
861,148,228,160
68,295,249,219
60,288,252,219
851,136,187,167
847,132,187,170
846,131,189,171
845,128,187,174
844,126,188,178
845,127,190,178
845,129,191,179
844,130,191,181
846,131,192,184
847,134,194,181
848,135,190,179
847,136,194,180
848,138,193,180
848,139,187,183
849,141,187,180
852,141,185,178
853,142,188,183
60,315,250,215
858,141,185,186
860,142,179,186
862,141,181,185
67,314,247,215
67,314,247,216
863,144,183,187
864,146,182,185
866,148,183,182
865,147,184,186
868,149,183,180
869,152,184,179
873,152,188,183
873,154,188,179
878,153,184,182
880,154,183,179
881,153,180,180
882,152,192,178
882,151,182,181
883,152,182,179
882,152,184,181
881,151,186,180
881,150,184,179
882,149,183,176
882,149,184,180
881,149,186,184
882,148,183,178
882,147,183,180
882,149,186,180
881,152,186,180
883,155,181,179
880,158,180,174
881,160,179,172
880,164,180,172
879,166,180,168
880,166,179,169
879,165,179,172
877,163,171,171
880,165,154,171
877,166,154,170
880,167,152,168
877,166,156,172
880,167,152,169
880,167,153,169
881,170,151,167
883,170,150,167
885,172,150,166
887,171,149,170
886,174,152,172
886,175,152,168
889,177,151,167
891,179,151,168
891,182,149,168
891,183,151,167
894,181,149,168
894,179,152,170
898,177,150,168
897,176,151,166
899,173,152,168
903,173,149,166
905,172,151,168
906,173,152,168
907,173,153,167
905,174,157,166
906,174,157,167
906,174,156,169
905,176,157,169
906,175,156,168
907,175,154,167
907,177,154,169
906,178,155,171
906,179,154,168
904,179,155,166
905,180,155,169
904,180,154,169
903,181,153,172
903,182,154,169
