686,426,58,171
685,427,58,171
683,427,58,171
680,426,58,171
676,426,58,171
659,426,58,171
659,426,58,171
410,423,58,171
403,421,58,171
396,418,58,171
386,416,58,171
630,384,58,171
630,384,58,171
619,384,58,171
350,405,58,171
337,405,58,171
326,405,58,171
316,404,58,171
316,404,58,171
306,404,58,171
297,401,58,171
289,399,58,171
281,398,58,171
393,444,58,171
393,444,58,171
266,399,58,171
260,398,58,171
254,398,58,171
249,398,58,171
243,398,58,171
243,398,58,171
239,398,58,171
234,397,58,171
228,393,58,171
224,392,58,171
228,466,58,171
228,466,58,171
215,466,58,171
198,487,58,171
182,488,58,171
170,487,58,171
155,488,58,171
155,488,58,171
140,494,58,171
127,497,58,171
209,390,58,171
102,512,58,171
204,415,58,171
204,415,58,171
203,414,58,171
203,404,58,171
201,405,58,171
198,406,58,171
196,406,58,171
196,406,58,171
195,400,58,171
193,396,58,171
192,392,58,171
190,374,58,171
186,368,58,171
186,368,58,171
184,364,58,171
185,364,58,171
184,367,58,171
183,369,58,171
182,374,58,171
182,374,58,171
181,381,58,171
178,384,58,171
175,388,58,171
173,392,58,171
170,394,58,171
170,394,58,171
165,402,58,171
161,392,58,171
158,399,58,171
155,401,58,171
152,402,58,171
152,402,58,171
527,422,58,171
534,422,58,171
540,421,58,171
550,444,58,171
557,443,58,171
557,443,58,171
393,549,58,171
389,549,58,171
386,549,58,171
381,549,58,171
376,549,58,171
376,549,58,171
109,479,58,171
107,473,58,171
107,471,58,171
107,470,58,171
105,468,58,171
105,468,58,171
103,466,58,171
102,466,58,171
101,466,58,171
100,464,58,171
326,549,58,171
326,549,58,171
321,525,58,171
316,524,58,171
104,449,58,171
102,447,58,171
97,441,58,171
97,441,58,171
94,436,58,171
90,433,58,171
87,433,58,171
85,432,58,171
83,433,58,171
83,433,58,171
82,434,58,171
81,435,58,171
79,436,58,171
77,437,58,171
75,437,58,171
75,437,58,171
74,436,58,171
74,434,58,171
73,432,58,171
72,432,58,171
72,430,58,171
72,430,58,171
251,498,58,171
249,500,58,171
247,500,58,171
244,501,58,171
612,425,58,171
612,425,58,171
613,425,58,171
242,511,58,171
621,426,58,171
623,427,58,171
626,427,58,171
626,427,58,171
628,427,58,171
632,426,58,171
635,426,58,171
639,427,58,171
642,427,58,171
642,427,58,171
646,427,58,171
237,514,58,171
118,436,58,171
121,437,58,171
123,436,58,171
