951,287,54,134
945,287,54,134
172,433,54,134
483,41,54,134
752,381,54,134
920,287,54,134
913,287,54,134
906,287,54,134
900,288,54,134
893,288,54,134
886,288,54,134
875,285,54,134
867,285,54,134
1217,208,54,134
1212,205,54,134
1207,205,54,134
1201,205,54,134
831,283,54,134
825,283,54,134
819,284,54,134
811,284,54,134
799,284,54,134
793,284,54,134
787,284,54,134
781,284,54,134
775,285,54,134
768,284,54,134
762,285,54,134
596,395,54,134
590,394,54,134
584,394,54,134
579,395,54,134
573,397,54,134
567,398,54,134
708,284,54,134
700,285,54,134
693,286,54,134
686,286,54,134
679,287,54,134
672,287,54,134
665,287,54,134
658,287,54,134
652,287,54,134
645,288,54,134
639,289,54,134
632,289,54,134
624,288,54,134
618,283,54,134
484,399,54,134
479,399,54,134
474,398,54,134
470,399,54,134
577,292,54,134
569,293,54,134
563,294,54,134
557,294,54,134
551,294,54,134
546,295,54,134
540,295,54,134
535,295,54,134
521,339,54,134
443,372,54,134
443,372,54,134
441,372,54,134
439,373,54,134
438,386,54,134
491,350,54,134
437,399,54,134
435,404,54,134
432,387,54,134
434,409,54,134
440,381,54,134
439,384,54,134
435,385,54,134
433,385,54,134
432,380,54,134
886,181,54,134
882,180,54,134
878,180,54,134
875,179,54,134
871,179,54,134
453,379,54,134
455,391,54,134
456,390,54,134
459,387,54,134
853,180,54,134
849,180,54,134
844,181,54,134
839,195,54,134
836,195,54,134
382,356,54,134
381,342,54,134
379,343,54,134
376,344,54,134
374,346,54,134
372,362,54,134
370,363,54,134
368,363,54,134
366,364,54,134
364,364,54,134
362,365,54,134
359,366,54,134
357,366,54,134
355,367,54,134
352,368,54,134
350,368,54,134
347,368,54,134
345,368,54,134
343,368,54,134
342,368,54,134
340,368,54,134
338,368,54,134
336,368,54,134
335,368,54,134
333,368,54,134
332,368,54,134
330,368,54,134
329,369,54,134
327,369,54,134
326,369,54,134
324,370,54,134
323,370,54,134
321,370,54,134
320,370,54,134
318,371,54,134
316,371,54,134
315,371,54,134
314,371,54,134
312,372,54,134
311,371,54,134
310,371,54,134
308,372,54,134
307,372,54,134
305,373,54,134
304,373,54,134
302,374,54,134
300,374,54,134
299,374,54,134
298,374,54,134
297,374,54,134
544,235,54,134
543,236,54,134
542,236,54,134
542,237,54,134
542,240,54,134
976,413,54,134
763,407,54,134
762,406,54,134
762,398,54,134
543,237,54,134
