144,231,39,96
146,230,39,96
147,230,39,96
149,229,39,96
151,228,39,96
153,227,39,96
155,226,39,96
156,225,39,96
158,224,39,96
160,222,39,96
161,221,39,96
163,220,39,96
165,220,39,96
166,220,39,96
168,219,39,96
170,218,39,96
172,217,39,96
174,216,39,96
176,214,39,96
179,214,39,96
181,213,39,96
184,211,39,96
186,209,39,96
189,208,39,96
191,207,39,96
193,204,39,96
194,204,39,96
195,203,39,96
196,203,39,96
197,202,39,96
199,201,39,96
200,198,39,96
201,197,39,96
146,211,39,96
148,211,39,96
149,212,39,96
207,197,39,96
154,214,39,96
155,214,39,96
210,197,39,96
212,196,39,96
213,196,39,96
214,196,39,96
215,196,39,96
216,198,39,96
217,200,39,96
208,200,39,96
205,200,39,96
202,201,39,96
200,202,39,96
197,203,39,96
194,205,39,96
192,205,39,96
189,206,39,96
187,208,39,96
179,214,39,96
270,196,39,96
176,23,39,96
177,218,39,96
179,219,39,96
178,218,39,96
177,217,39,96
170,26,39,96
177,216,39,96
177,215,39,96
177,215,39,96
174,214,39,96
174,213,39,96
172,211,39,96
172,210,39,96
171,208,39,96
151,24,39,96
239,198,39,96
238,198,39,96
235,198,39,96
141,23,39,96
229,197,39,96
228,198,39,96
226,197,39,96
224,197,39,96
224,197,39,96
224,197,39,96
224,197,39,96
224,196,39,96
124,209,39,96
126,207,39,96
225,196,39,96
225,196,39,96
167,196,39,96
168,196,39,96
230,195,39,96
230,194,39,96
231,193,39,96
49,264,39,96
48,264,39,96
48,264,39,96
48,264,39,96
49,264,39,96
231,194,39,96
231,194,39,96
48,264,39,96
185,179,39,96
186,179,39,96
48,264,39,96
48,264,39,96
48,264,39,96
48,264,39,96
190,176,39,96
191,176,39,96
193,176,39,96
194,176,39,96
195,175,39,96
231,194,39,96
140,19,39,96
140,19,39,96
231,194,39,96
232,194,39,96
232,194,39,96
232,195,39,96
232,195,39,96
232,196,39,96
232,196,39,96
232,195,39,96
232,195,39,96
141,21,39,96
141,21,39,96
141,21,39,96
141,21,39,96
141,22,39,96
233,197,39,96
141,22,39,96
141,22,39,96
141,21,39,96
141,21,39,96
227,201,39,96
232,204,39,96
234,204,39,96
235,204,39,96
235,203,39,96
141,22,39,96
141,21,39,96
141,23,39,96
141,23,39,96
141,23,39,96
141,23,39,96
141,23,39,96
141,23,39,96
141,23,39,96
47,88,39,96
47,88,39,96
